,candidato,alias,seguido_Por,siguiendo_A,Antiguedad_años,meses
14527,Dara Tatiana,DaraOportoG,136,395,2,5
14528,LYS,LysLari,22,124,5,2
14529,Jorge Santa Cruz May,jorstacruz3,9,73,2,8
14530,Javier Pereyra Diaz,javierpereyradi,1174,589,7,5
14531,Juan Robles,juan202431,371,880,5,0
14532,Lino Manuel MamaniA,linomanuel_ma,29,826,3,10
14533,Carlos Ramirez,charls_73,6,83,2,5
14534,Cynthia Oyola Lazaro,cynthia_oyola,21,202,2,5
14535,Ayrton Calcine Z.,AyrtonTerry,83,191,7,8
14536,Herrerismo,wrestleracs,297,1841,7,6
14537,José Luis PLT,KenoticoADC,263,1895,9,3
14538,Álvaro Mateo,lvaroMateo3,21,225,2,5
14539,VictorAndresBelaunde,vabg2009,125,538,9,0
14540,Luis Alvarado Amaya,LuisAlvaradoAm1,8,113,2,4
14541,Samuel Ll.,samuelllagas,78,1084,5,5
14542,coloradacha,coloradacha,1829,1477,3,4
14543,Carmen Lanatta,carmen_lanatta,14,156,2,5
14544,Nancy de Chavez,nancydechavez,38,672,6,3
14545,Key Barrero,keybarrero,450,732,9,2
14546,Manuel Gálvez,ManuelGalvezC1,58,177,2,5
14547,Miguel Manuel,MMFF1072,14,180,2,5
14548,CECILIA SILVA FLORES,MGCECILIASILVA,145,1296,7,5
14549,Smith Chavez Florez,b16b5f5950ca498,19,251,3,5
14550,alonso  ynga,alonsoynga,395,770,8,5
14551,Castañeda INCAPAZ,cast_incapaz,15,70,2,4
14552,Christian Salazar,ozkhartfoto1,23,866,4,6
14553,eduardo tovar,edduutovar,157,596,8,10
14554,democrata,eduaraliaga71,236,1061,2,7
14555,Kari Villar,KariVillar3,13,118,5,7
14556,Aranza Lira Delcore,aranzasoloconz,748,777,9,2
14557,Reynolds gonzales,reyinperu,19,61,8,1
14558,Juan Carlos Alvarez,juancarlosav197,204,141,4,1
14559,Lisbeth Salander,LSalanderZ,26,267,2,6
14560,GRACIELA YVONNE,gracielaor20,48,177,5,0
14561,Cesar Altamirano,altamiranoc603,4,173,2,5
14562,Dennis icochea,icochea79,17,346,2,5
14563,José Gómez,JoseGomezB89,87,303,7,4
14564,Aymé Banda,Ayme6,86,107,7,9
14565,FENTASE,FENTASE,393,826,6,4
14566,RenatoUrruchi,RenatoUrruchi,46,407,2,4
14567,Luis Muñoz D.,luismd27,1,37,2,4
14568,Erick Hein Dupont,erick_hein,26,164,3,2
14569,Alexis Guevara,274naga,9,67,5,10
14570,Hugo Sánchez 🇵🇪,hg_sanz,247,492,7,9
14571,997 890 642,642_890,1,14,2,4
14572,Lucía,lucya_vr,52,455,5,5
14573,Armando Castillo,Armandocastalva,47,338,2,7
14574,JAIME JAMES,JAMESS21007,87,1031,7,9
14575,Jesus Daniel Retamoz,DanielJesusRC1,9,163,2,4
14576,Dj Emex,emexdj,145,175,2,10
14577,German Medina Neria,mistergmedina,476,411,10,3
14578,antonio gerardo,AChucho2005,4,113,3,5
14579,Mario BRivaS,victori39804465,3317,2659,7,0
14580,Angela Fabiola,Angfaby23,23,507,6,1
14581,Diego Cruz Arana,geek_por_error,1859,1241,6,11
14582,Liubiyob,liubiyob,322,342,7,5
14583,Jouse Inoc,JosephInocente,27,315,8,2
14584,Yamileth Malabrigo,iamih_,629,705,8,5
14585,Veronica Carrez,vheronicami,129,643,6,3
14586,jesus cahua,jmartinc2011,59,389,7,7
14587,Hugo Muñante Alcedo,zooman5477,105,461,6,6
14588,C Rubio,christian_rubio,289,938,8,5
14589,josep,jopfani114,96,1792,3,10
14590,Raúl Yachi,RaulYachi,98,117,7,5
14591,Patica,Sunshine_llll,139,328,5,11
14592,Gregoria Juarez O,GjuarezoPe,2,55,3,6
14593,NIVARDO CANO RIVERA,DecanoCano,4,26,2,10
14594,Guillermo Rivera,rivelop187,0,28,2,9
14595,Agustin,agustin7171,17,99,6,11
14596,Pedro Hernández,phernandez2904,54,674,2,5
14597,Macarena Ingrid Bolaños,MacarenaBolRo,270,2554,6,3
14598,santiago mendez,TiagoM96,84,694,5,1
14599,Abelardo Delgado,lafdc26,700,1118,7,3
14600,A. Jorge Villanueva,TambienAmador,337,1015,7,4
14601,Milagros Alfaro,milagrsalfaro,106,854,8,8
14602,Martín Linares,martinlinarest,25,395,5,9
14603,Aramiza,aramizar,81,355,7,10
14604,Erika Trujillo,erikatrfi,42,50,6,5
14605,Miguel A. Alcántara Santillán,malcantara285,355,265,7,3
14606,Liszett Butrón M.,LichiButron,59,2388,5,0
14607,Daniel Campos,EricDanielC,14,155,7,5
14608,SOY UN BOT,dennispinedo,203,708,8,7
14609,Augusto Bulleje,AugustoBulleje2,22,294,2,6
14610,JoaquinPerezCervante,JoaquinpcPerez,0,11,3,10
14611,Javier Francisco Contreras Martínez,javier_contmar,1095,659,8,0
14612,miryam,miryjucampuero,8,57,3,11
14613,Calichin,danchivilca,11,123,7,0
14614,jerson,jeran_veget,134,1192,7,3
14615,Christian,xtianras,1187,525,8,7
14616,Luis Mere Bramon,luisgmereb,88,1184,8,1
14617,Las cosas claras y el chocolate espeso,basurtozegarra,915,3693,8,7
14618,Sergio Sal y Rosas,Sergio_SyR,47,329,5,9
14619,Edgar Amador Briceño,EdgarAmador18,11,276,2,10
14620,Joaquín LJ,JL_oncomos,35,157,9,4
14621,丽 海 Urs,ursulakruger,40,145,9,4
14622,Alfredo Huerta,alfredohuerta25,42,452,2,10
14623,Corredor Azul Sí,CorredorAzulSi,106,229,2,5
14624,valeria medrano,valeriamedran15,36,58,5,2
14625,almendra medina,medinalessa,63,432,5,8
14626,PauSa Cafe,PauSaCafePB1,7,263,3,5
14627,Victor Teofilo,VictorTeofilo2,27,114,2,4
14628,Pablo Machicao,pablocmg,472,1841,9,1
14629,rosalba,rosalba95114874,3,85,2,6
14630,Claudia Ugaz,ClauUgaz,42,612,5,10
14631,Emilio Grandy,EGrandyM4,352,499,9,7
14632,Jose Alejandro Godoy,jgodoym,53570,1401,11,4
14633,Liliana,lgpdurand,19,180,6,0
14634,Kari,karikari2016,11,44,2,5
14635,Juan Russo,jrussoch,98,239,2,4
14636,La Odiosa,chozadiva,14,131,3,9
14637,Pilar A. Sánchez,PilarA_Sanchez,222,845,8,4
14638,Franco Orellana,OrellanaOv,29,182,3,10
14639,Gustavo Castillo,GusCas95lml,48,76,8,1
14640,luis taipe perez,luis_atp,27,105,8,0
14641,Meri lima,Merilima4,2,226,5,3
14642,Memin,memito_2017,16,363,2,5
14643,Roberto,robertor1389,8,441,3,8
14644,Romel Mandamiento G.,RomelIvanMG,49,133,6,0
14645,Romina Cuneo,rominacuneo20,179,672,6,11
14646,aristoteles galvez c,aristotelesgc,216,1842,7,3
14647,Carlos Mendoza,Carlesi71,11,224,2,5
14648,Joseph Mejía,jmejiabravo,38,584,2,9
14649,LuisEder(11U),LUISEDER9,46,1217,5,6
14650,Julian F Palacin,PalacinJr,25,185,2,11
14651,José C. Vargas,JCVarguitas,224,897,3,9
14652,DMarsi,DMARSI15,1,99,8,7
14653,Lucho Galvez,luchog90,253,856,2,5
14654,andrea cabrera,solcabrera23,39,472,9,0
14655,Martín Córdova 🍕🍻📷,martin12893,364,1129,7,2
14656,SERMAQ ESCOBAR,ulisesescobar22,267,2656,2,5
14657,Jaime Fuentes,James0485,14,56,7,8
14658,Jhonny Vigil,jhonnyboterin,13,73,2,5
14659,Jose Ricardo Soto,Jorisosa,236,728,7,6
14660,Magabysacris,Magabysa,10,107,7,5
14661,Jimmy Castillo,_jcastillo_,291,810,7,2
14662,Ana Seminario,AnaAnagatita1,248,653,3,11
14663,Mario Burga,cyberespia,683,1194,11,6
14664,Oscar Centeno,OscarCentenoQAP,48,627,3,4
14665,Carlos G. Carrasco G,CarlosGCarrasc2,6,37,2,5
14666,FRANK RIVERS,frankrivers007,522,2456,6,6
14667,Evelyn Lucero,evelynlucerovm,175,245,3,2
14668,Jessipaola24,Jessipaola24,2861,424,6,9
14669,@ross_porto,ross_porto,49,443,6,8
14670,Yasmina Estrella,YasminaEstrella,9,85,2,5
14671,Elmo Mallqui Peña,Memitozyx,5,98,2,5
14672,GERMAN DE LA CRUZ RO,MOTUPANO,34,39,6,11
14673,Luis Ali,solufaAli,3,95,2,5
14674,evesaga,evesaga,26,39,7,3
14675,Juan  Carlos Diaz,jjuanccarloss,129,432,9,2
14676,Jonathan  obando,radmantysxd,159,561,9,0
14677,jonathan chuñe,BJONATHANC,27,52,8,1
14678,Leo,_Rara_Avis__,223,1912,5,9
14679,☆Juan VRI 🇵🇪,juanincio1242,101,535,4,4
14680,Ismael Durand Garcia,Changostone20,78,2137,5,6
14681,Victor Gutierrez,vimagus,10,651,5,2
14682,Pablo Rodriguez,JERO1302,25,168,2,5
14683,RONNIE,RonnieRamirezP,37,230,2,5
14684,Henry Asencios,henry_asencios,193,4928,3,0
14685,Javier de Cossio,jadecodea,9,24,7,10
14686,Carol Calisaya,ccalisaya,60,276,8,1
14687,Tirso Poeta,tirsovigo,60,177,4,10
14688,Cristhian Chavez,Cristhi71213331,7,63,2,5
14689,Fiorella Parodi S.,fpsConcept,801,2444,7,8
14690,Diego Alva Quilla,diegoVyD8,3,54,7,6
14691,MARTIN,VNITRAMA,1,109,8,4
14692,MELVA CARDENAS CASTR,mcard8,158,298,5,1
14693,Eugenio isidoro Basa,BasaEugenio,1,7,2,5
14694,JeanCarlos Rodriguez,jcrodavi,28,160,3,5
14695,LENNIN RODRIGUEZ,rodriguezlennin,16,68,7,4
14696,Lourdes Mendoza,loumendozadels1,255,75,3,0
14697,Alberto Calixtro,dacalixtro,193,1412,5,2
14698,ReynaSSR,queepi,63,456,9,3
14699,Heinz Pino Zeballos,HeinzPino,160,594,5,4
14700,omART,OMART_2010,282,640,7,10
14701,Robert Martinez,jaimelgrande,58,507,7,5
14702,Miguel Delgado,MaDelgadoa,77,824,7,3
14703,Carlos Contreras,CarlosContrei,4,137,5,7
14704,Juan Carlos Bohórquez,jucarlos187,146,490,6,7
14705,Nory Rodríguez,NoryRv,140,390,6,4
14706,Joha,Joha_amb,40,283,2,11
14707,Pedro Díaz D.,PedroDazD2,6,54,2,5
14708,Viva el Perú,LaLeyPrimero1,160,318,7,5
14709,ASL GRAFICOS,aslgraficos78,144,1411,4,9
14710,3AYAPAO,edupol21,238,4977,7,3
14711,José Talavera,JosTalavera3,19,30,2,9
14712,luis,infoideen,6,48,5,8
14713,Julio Alvarez,juliocalvarez,136,358,9,4
14714,24 🏆,KevinGerson_,71,639,3,5
14715,Yolanda,elenacw10,1,26,2,5
14716,Carlos Ramirez Mio,carlosr150671,3,76,2,5
14717,Carlos Bocanegra Tav,TavBocanegra,22,206,2,5
14718,Eliana Gálvez Paiba,eliana_gp,403,2275,8,4
14719,luis cuadros,lcr40407,99,257,5,10
14720,E.N.T.B,ed_nicobeatle,44,470,5,3
14721,VeroDioses,vediza0517,59,284,6,10
14722,Nicole,nicolecas2401,66,286,2,8
14723,Carlos Ravelo,RaveCarlos,22,304,3,0
14724,Giox Strokes,GioxStrokes,80,279,3,0
14725,Laura Sáenz,fw013,271,1941,9,5
14726,Waldring Mori,WMORIB22,8,172,2,6
14727,Esther Calderón,sterfe5,76,354,9,2
14728,ROGAZAM,rolando1953,67,148,6,10
14729,Noelia Bautista,NoeliaBautistaR,5,26,5,8
14730,Luis Cohello C.,LUISCOHELLO,91,213,7,1
14731,Rahib,rahibend,23,151,5,4
14732,Jerry Torres,JProdet,39,81,7,3
14733,Hombre Marfil,hombremarfil,38,230,5,2
14734,Arturo Iparraguirre,ArturoIc19,18,280,2,5
14735,CIRO SILVA PAREDES,CIROSILVAPAREDE,422,1790,7,6
14736,rafael campodonico,rafitasebastian,107,438,8,10
14737,Zuleyka solar rossel,solarrossel,3,129,2,5
14738,DANIEL BARBOZA,DBarboza04,34,723,5,7
14739,guillermo sifuentes,1393Gu,5,78,3,5
14740,violet,claraydirecta20,0,11,2,6
14741,Acción Vecinal Comunitaria,accion_vc,1541,2569,8,3
14742,Jeuxis Godos,jeuxis,133,585,9,4
14743,F Armando Villanueva,FAVC1915,19,142,2,5
14744,Guillermo Colchado,colchadogui,49,331,2,6
14745,Javier Polanco,JavichoPolanco,457,946,5,6
14746,El mejor 9 del Mundo,CR_Huaqui,34,158,8,5
14747,Lucia,LuciaCristina72,18,628,3,11
14748,Nilton Rojas ®,niltonrojasc,461,3054,8,6
14749,Necktru,neckthru,211,864,9,5
14750,KevOutlaw,KevinZavalaLoai,13,99,6,11
14751,Josue G,gallegos972,23,1072,6,11
14752,rodolfo perez,PerezLedRodolfo,54,221,5,2
14753,Domenica Aservi,AserviDomenica,25,804,3,8
14754,Luis Vera,luisverar,56,308,7,9
14755,JULIO MARTIN CAMACHO,MARTINCAMACHO_,528,1430,7,5
14756,Lissette Guzmán,lisszg,12,99,6,3
14757,Karen L. Camacho M.,Kunkunxita,307,1249,7,7
14758,Giuliana Mejía Silva,giulimejia,155,333,7,4
14759,Walter Alcántara,waltermanuelalc,320,1962,7,11
14760,Edgard Jesús Salinas,ejsalva1,13,156,2,5
14761,Borodrog.,borodrogo1,4,51,2,8
14762,Deisy Hernandez,Deisy_310,13,86,6,4
14763,Victor Pisani,Vitico_Pisani1,13,72,2,5
14764,Yesenia,yesielizabeth14,38,128,5,1
14765,Aroldo Botero,arolbotero,224,283,3,5
14766,Kike Giles,kikegiles,13897,5422,9,10
14767,Katty Palomino,pagina3tres,778,1821,2,6
14768,Franklin Glave,Franklinglave21,89,1320,2,7
14769,Doris Marcia 🎗,DorisMarcia,19,40,5,9
14770,Hernán Porras Gamarr,HernnPorrasG,21,124,5,5
14771,Gustavo rojas,gusrogue,28,114,6,8
14772,alvaro romero,mancoromero2016,59,1380,2,5
14773,Maria de Lourdes Val,luespinozagr,23,319,2,6
14774,The End,Dieguitobcv666,85,1518,7,11
14775,luis azabache,albert1276,216,539,8,2
14776,Franceska Cuadros,cecilia_cuadros,63,347,3,0
14777,Jesus Pachas,jespachas,33,758,8,1
14778,Leidy,leidyolano,12,69,7,7
14779,Lali,Lalichavez,147,238,8,6
14780,Gilda Copaira,gildacopaira,88,228,9,2
14781,Aracely Aguilar,aritasac,19,131,4,9
14782,Keyth Caparachin,ankhesenpat,72,215,9,5
14783,ysabel goyas ormeño,ygoyaso,62,138,6,5
14784,Brenda,bmontalvanm,248,1050,9,1
14785,AS,aslaley06,7,144,2,5
14786,Juan Carlos Diaz,jcd46,82,444,7,5
14787,NICOLAS SV,nicolasalimena,471,4833,7,9
14788,Floyd Pachas Gallard,floyd_pachas,1,42,2,6
14789,Juan José,jjosepd,0,2,2,7
14790,Julio Cesar Alva,jcar91164,27,408,2,5
14791,carlos cortez,kakortez,4,79,6,3
14792,jessica espinola,hachiespinola,56,90,2,7
14793,EMMA RIVERA,EMMARIVERALAPL1,102,201,2,8
14794,MANUEL VARGAS G.,ManuvargasVg,262,526,5,0
14795,sheyla valenzuela,sheylavalenzue2,58,170,5,5
14796,GESTIONYTRAFICO,GESTIONYTRAFICO,324,1310,8,6
14797,Mónica Velazco,MonicaVelazcoO,13,123,2,8
14798,Carlos Bonifaz,papucho2015,28,1092,3,1
14799,Jose Fernando,zeroshujin,69,387,9,3
14800,percy guevarin,ciper23,69,893,8,9
14801,lizardo panez s,lizardopanezs,4,8,5,2
14802,🇵🇪Maribel Barrantes Mora🇵🇪,maribarrantesmo,174,1689,7,8
14803,PaolaMia,paomiatorres,148,266,3,11
14804,Mariel,Raquelraff,73,365,6,4
14805,Manolo Oliveira,manolotpp,10,75,6,11
14806,juan pablo moya  sua,juanpablomoyas3,9,38,2,6
14807,DM,RosarioyDem,35,239,7,3
14808,yanet palomino,palita_ya,34,66,7,0
14809,Reny Kihien Boluarte,RenKiBo,51,926,9,5
14810,César andrade velasq,AndradeVelasq,2,8,2,5
14811,Rosa Torres,Rosita1479,4,71,2,9
14812,porfirio avalos C.,porfyac,3,32,5,2
14813,Verdugo Ciudadano,JZS1802,666,482,7,3
14814,susan N. Mostacero,susan_nm,20,100,8,6
14815,Yuvitza Aguilar ☃♡☺,dayumiri,18,85,7,5
14816,Peru Breaking News,isita6,1111,4360,9,1
14817,PaOo Vera,paoveral,119,205,6,0
14818,Paul Briceño,Paul_Brice_Guer,53,134,5,11
14819,Hellen Chavez,Hellencita212,58,1046,8,10
14820,Cristian Diez Sánchez,MarxoMenos,67,394,6,7
14821,Carlos Gutierrez,carlosfer1988,50,366,2,5
14822,Valle Riestra,ValleRiestra1,93,495,6,3
14823,Jimmy Woolcott,JimmyWoolcott,23,41,6,7
14824,Mauricio Diez,mawriciodiez,234,297,7,10
14825,Cinthya,cinthyamdc,10,81,7,1
14826,Dante Andrade,dantevet123,19,116,3,7
14827,Andrés Gutiérrez,RodrigogutlozR,98,226,3,3
14828,Alberto,alb_canelo,28,942,5,3
14829,sandra pacheco merin,sandrapmr,29,121,7,5
14830,Hugo Calsin Robles,HugoCalsin,20,131,6,3
14831,yovana,yovi_cuadros,10,121,3,9
14832,Elmo Gamonal,elmog2302,4,123,2,6
14833,Bruno Calmet,BrunoCalmet,211,730,4,8
14834,Ricardo Chumbes,ReptilRicardo,154,277,7,3
14835,John Poma,johnpomam,74,162,5,3
14836,Brando Raul,SCbrandex,144,138,7,1
14837,gabriela paredes,gabriela120386,25,268,5,7
14838,Brian Espinoza,BrianEspinoza08,82,679,6,0
14839,mousa,mmdfad,17,159,6,6
14840,WGB,willygarciabel1,4,134,2,9
14841,martin yovera q,martinyov,32,103,6,2
14842,Maria del Carmen,mariadlcarmen_,76,134,7,7
14843,Giancarlo Quinteros,Gianxhito,44,75,9,3
14844,Yaritza Ortiz H.,ortizhy18,218,1084,3,0
14845,Valeria Condezo,valecv22,292,318,9,3
14846,Lissette Vásquez,lissete33vasq,4,31,2,6
14847,Carlos Loli,carlonchololi,7,159,5,3
14848,José @ntonio,Kintaro_0e,139,1084,7,11
14849,Esaú Mejía Cordero,EsauMejiaC,32,170,5,7
14850,Francisco A,pargumedo,113,1009,7,5
14851,CarlosCesar Corrales,carlospredilect,18,226,5,4
14852,fredy chinchay,fredychinchay,39,944,5,0
14853,carlita,carlacisneros,81,221,9,2
14854,ronald roque,ronaldelyroque,31,310,2,5
14855,MykkiRat,MykkiRat,191,894,2,6
14856,EDGARD BC,galo_011,34,654,4,0
14857,eid,abbisidis,78,822,7,5
14858,Emmanuel Gomez,martingomezm27,94,118,3,5
14859,Rosario Dominguez,ilidox,30,188,7,9
14860,jose urbina,jurbina_,77,176,4,10
14861,fabiola nishida,fabi_no,124,616,8,10
14862,Omar Enrique,omarenrique108,458,1269,7,1
14863,Xiomara Pisconte,XiomaraPisconte,120,85,7,5
14864,Mimi,Miriv03,144,282,8,11
14865,HECTOR REMOND,REMONDHECTOR,28,161,4,8
14866,Helard Gallegos,gallegosperu,17,338,2,6
14867,Elizabeth Rios,eliris70,65,1151,7,1
14868,Omar Barreto,obarretob,15,34,2,7
14869,marco corrales,marcoct80,68,916,8,2
14870,Dey,cynt_moon,439,742,3,10
14871,Akira,RaulBaKio,190,1192,4,0
14872,Magy Tapia,tapia_magy,5,46,2,8
14873,Martínez y Rosas,Marialenarosas,87,414,5,3
14874,jaime fuentes,jaimefu62435067,3,35,5,1
14875,Armando LaTorre,ARMANDOALTG,79,519,6,0
14876,Kristhian Cb,saqracb,57,162,6,0
14877,Mirtha Elizabeth Sar,mirtha_sar,4,15,2,5
14878,Nati,naty_girl21,612,1355,7,9
14879,Luis Alvarado,LuisAlv75302425,22,190,2,5
14880,Quime grados,kemeto,28,33,7,3
14881,Maritza Elizabet Tel,MaritzaTel,7,121,3,5
14882,Maritza tello,Maritzatello6,0,3,2,5
14883,Marni Huaman Revollar,02Marni,22,184,5,7
14884,Raul Cardenas,rualcard,50,226,4,11
14885,wilfredo Mariño Leon,willyleon0221,30,1382,6,10
14886,MANOLO,mcarranza59,118,198,5,6
14887,Cely Gallardo,Cely20,82,669,5,10
14888,Gustavo Noriega B.,GustavoNoriegaB,164,331,6,5
14889,odiseorym,esnaider_149,143,1045,2,5
14890,Darío Hurtado,ApacheDHC,1574,180,5,5
14891,24,victorv2405,226,246,8,0
14892,mirna andia cuaresma,pili2401,33,99,2,6
14893,Gladys Rios,marle707,3,151,8,5
14894,Erickson,nolbertitocruz,6,42,2,5
14895,Brenda,brendahumart,454,1040,8,0
14896,Moisés Diaz,AquinoMoiss,180,228,5,6
14897,Estrella Bossio,Suerteverte,160,322,5,5
14898,Jon Alban,Dalton1821,9,160,8,2
14899,Luis Rojas,lvisik,46,224,6,0
14900,Carlos Cabana,14Carloscabana,53,464,5,5
14901,Jorge Reátegui Cerna,JorgeReateguiC,22,272,7,1
14902,Brissa del Figgalo,brih03,171,3469,2,11
14903,Claudia,Clau_1012,66,366,2,11
14904,Elias Rodriguez,Rodriguez22E,420,189,2,9
14905,Isabel U.,issameres,245,297,9,1
14906,Laura 🌙,Tartalora,1761,885,9,1
14907,Maisa,maisavt,377,891,7,6
14908,Eliana Quevedo,elianthuane,39,136,4,4
14909,Andrea Sánchez Viale,Andrea_Sa_Vi,8,64,2,5
14910,Geraldine Cuev,gekatherine,29,225,6,11
14911,Diego Bogarin,diegopres,183,323,9,1
14912,José Alonso Díaz,JoseADiaz03,22,518,2,5
14913,Rocio Chiarella,Rociocampos236,71,887,3,11
14914,Edith,Chinquillo,29,72,8,5
14915,Efrain Olivos,_Efurain_,38,148,6,9
14916,Chearga@cher,cherryarchim,15,69,2,6
14917,Giancarlo,Gianmario24_,3,118,3,3
14918,kpoemape,KATHYPOEMAPE,20,79,6,6
14919,beth,QrBlenda,48,435,2,10
14920,KARLA VILLAVICENCIO,karlymony,174,1399,9,0
14921,EntérateconLeslytv,leslyllatastv,164,1281,3,4
14922,Roberto Villar Vila,rcvillarvila,74,145,8,10
14923,Mario Flores,MarioFloresS,80,164,9,2
14924,Katherine Sanchez B.,katemisaba,179,466,6,11
14925,Maria Milagros Sáenz,Maria_saenz18,336,162,8,3
14926,Helen Gutierrez,suhel_gr,11,21,2,5
14927,PoliTICs,agenciaPoliTICs,513,1212,3,10
14928,Chuletas,ChuletasPERNIL,74,442,9,2
14929,Raul Enrique Galvez,RaulEnriqueGal2,112,349,4,10
14930,Manuel Gil Vasquez,manuelgvasquez,6,244,7,6
14931,Lucero Cerna Ochoa,LuceroCerna,13,30,7,3
14932,aichiken69,yo_gambatte,54,247,2,5
14933,Ricardo Archimbaud,07539d8f4fcb45b,14,143,3,3
14934,Dra. VZ,DraVZ3,105,99,2,6
14935,Alex Gabriel,AlexGabrielGB,11,262,8,10
14936,Yasmín Coveñas,YasminCovenas,43,107,6,2
14937,Jesus Castañeda,JesusCa13104687,53,695,4,11
14938,Lisset Paucari,Lisset_20_6,40,196,7,5
14939,Camila Torpoco,camizayu25,104,563,2,5
14940,Mayra,Mayrasteph2,47,28,2,6
14941,Jesus di Copeli A.,joshuadicopel,54,202,6,10
14942,Susurr♥ Suspir♥Sueñ♥s,romanticajulie,2088,4985,2,10
14943,Marcos Reyna Herrera,m1r30,95,44,8,1
14944,Paola Lozada,paopai,118,566,9,1
14945,Andrea Loayza,andrealj96,177,407,5,8
14946,Nacho,RoyArango,13,341,4,2
14947,Samantha Castro,samcastsol,43,265,5,3
14948,Mayra Albino,MayraAlbino_,82,719,5,3
14949,Armando Neptali,armando_neptali,108,996,2,7
14950,Angela Brunella,AngelaBrunella,91,84,8,5
14951,Jeimer Lenin Aguilar,jeimerlenin,129,752,7,6
14952,Luciana💚💜🧡,lucianasm03,48,1260,6,9
14953,Delissa Bautista O.,DeliBautistaO14,20,542,5,4
14954,Teresa,TeresaAlmora,189,819,9,3
14955,cpf,chechitar60,44,344,9,3
14956,David Quispe,david_quispe,76,290,7,7
14957,jimmi Munar,jmunard,77,248,5,5
14958,Silvia Sánchez,SilviaSanz0611,290,762,5,10
14959,Fernando Huacho,FerHuacho1,80,559,3,6
14960,alonso avellaneda,alonsoavellaned,260,1345,6,0
14961,Dani,danicabrera21,250,624,8,3
14962,Jaime Chacaliaza,jchacaliaza91,123,339,4,8
14963,Elena,Elenaalvalvarez,31,411,7,1
14964,Nancy Vasquez,nancyvasquezc67,28,453,4,3
14965,Joel Ortiz,joelortizlt,49,582,6,11
14966,Gustavo Samaniego,jgsamaniego,136,837,8,11
14967,magalli,magalli20,10,131,6,8
14968,Marcelo Jara,mrcelojf,52,484,5,1
14969,Krystel,Krystel_ZG,187,302,5,9
14970,Miguel Arevalo,Marevalo7Martin,132,2182,3,6
14971,Christian Rodriguez,crodmich,258,1401,4,4
14972,Nadia,Nadia_BSB,55,472,6,11
14973,César Dávila,Cesarolo1384,162,391,9,3
14974,Monica,caro_maq,51,165,5,1
14975,Marizel,Lunasinluz17,97,498,7,9
14976,Javicho Dianderas.,Javiraptor,46,91,7,10
14977,♌♏,atenaz2011,10,299,7,2
14978,TheNudeBomb,rgalarzav,18,419,9,3
14979,hitler carlos,hitler_914,8,191,7,1
14980,SHIRLEY CUBA,SHIRCUBA,44,143,7,2
14981,Natalie Reyes,natalieandrear2,91,576,2,6
14982,Milagros ⭐,iYoseelin,459,685,6,6
14983,Esther Benites,esbenju50,78,95,3,4
14984,Walter Peralta,waljonperalta,50,126,4,3
14985,leslie laurente ♥♥,LeslieLaurenteR,619,1557,4,7
14986,maribel uceda melgar,DislesacM,3,7,7,2
14987,Elsa,Elsa_Sbr,116,280,9,1
14988,Dolby,jmastet,37,960,2,11
14989,Mónica Cáceda,monicaceda,5139,1671,9,10
14990,Soraya Jessica †,NoSoyMontenegro,98,89,9,2
14991,Vanne Espinoza,yelevanne,24,160,4,3
14992,Rafael Carbajal Ibar,carbajal_rapael,38,218,2,5
14993,Luis Armando Venegas,LuisArmandoVen3,3,39,2,7
14994,jk quisull,QuilcaSull,3,76,3,11
14995,Denisse Samanez,DenisseSamanezA,10,97,2,8
14996,Paulo C. Novoa Uribe,meggatron12,203,763,7,3
14997,Pili castillo,valentinix1502,25,261,2,9
14998,Melany Baldeón,melubal11,85,455,2,11
14999,Jose Cruzado,jcruzadom,3193,1502,7,9
15000,Johann García 🇵🇪,ic_jgarciad,434,1409,6,0
15001,Carla,carlaretes,13,161,8,2
15002,Diels Alder Arango F,arango199213,10,89,2,6
15003,Ma. Mendoza,Ma_mflores,79,221,4,0
15004,Marissa Maguiña,108Marissa,6,71,3,0
15005,J,iJavoV,61,1063,8,7
15006,Brenda Méndez,JasperluTigris,12,106,2,5
15007,juan hinostroza,juanhinostrozam,14,137,9,3
15008,Claudette,pellegrinc,18,231,6,9
15009,Eduardo M. Rodriguez,erodri71,68,1066,9,1
15010,Alberto,ae1_20,8,79,7,3
15011,Celene Ramirez,CeleneRamirez9,5,84,2,5
15012,Camila Bozzo,CamilaBozzo1,8,223,3,0
15013,Brenda EMN,Brendatwitt,15,63,9,4
15014,J,solsdinvierno,128,282,8,9
15015,Enzo Cabello,EnzoCabelloCen,212,372,7,4
15016,Fausto Sánchez R.,Orencio1946,69,263,7,11
15017,Alan Rodriguez,Alan_R_,196,2489,8,8
15018,Víctor Sebastián,8Vsl,33,530,5,8
15019,Davidson Peralta H,aimardavidson10,212,2763,3,2
15020,Santiago Castro,sancas3006,74,105,2,6
15021,Mario Portilla,mportillau,60,159,6,7
15022,Hugo Ora Bullón,Ora_h,43,481,7,8
15023,Caballero Templario,jalburquerque77,823,3693,4,0
15024,jose carlos,jcarlosr_m,177,2213,3,0
15025,francisco celi,fceli,219,4568,8,6
15026,Sonia Perez Vargas,SoniaPerezVarg1,9,37,2,10
15027,Cristhian Manuel,Aire20,5,54,8,5
15028,Ernesto Aurazo,ErnestoAurazo,22,299,7,3
15029,Hugo Valer,HugoValer24,119,1585,6,5
15030,Carlos Enrique,csotoenrique,130,792,5,4
